trip_id,arrival_time,departure_time,stop_id,stop_sequence
WD144,20:38:20,20:39:30,194_1,22
WD144,20:39:30,20:40:40,281_1,23
WD144,20:40:40,20:41:50,33_1,24
WD144,20:41:50,20:43:00,348_1,25
WD144,20:43:00,20:44:10,4_1,26
WD144,20:44:10,20:45:20,10_1,27
WD144,20:45:20,20:46:30,12_1,28
WD144,20:46:30,20:47:40,11_1,29
WD144,20:47:40,20:48:50,498_1,30
WD144,20:48:50,20:50:00,366_1,31
WD144,20:50:00,20:51:10,347_1,32
WD144,20:51:10,20:52:20,294_1,33
WD144,20:52:20,21:25:00,81_1,34
WD145,20:20:00,20:20:00,41_1,1
WD145,20:20:00,20:21:10,45_1,2
WD145,20:21:10,20:22:20,16_1,3
WD145,20:22:20,20:23:30,5_1,4
WD145,20:23:30,20:24:40,14_1,5
WD145,20:24:40,20:25:50,355_1,6
WD145,20:25:50,20:27:00,20_1,7
WD145,20:27:00,20:28:10,15_1,8
WD145,20:28:10,20:29:20,13_1,9
WD145,20:29:20,20:30:30,42_1,10
WD145,20:30:30,20:31:40,375_1,11
WD145,20:31:40,20:32:50,309_1,12
WD145,20:32:50,20:34:00,19_1,13
WD145,20:34:00,20:35:10,22_1,14
WD145,20:35:10,20:36:20,48_1,15
WD145,20:36:20,20:37:30,37_1,16
WD145,20:37:30,20:38:40,30_1,17
WD145,20:38:40,20:39:50,35_1,18
WD145,20:39:50,20:41:00,240_1,19
WD145,20:41:00,20:42:10,137_1,20
WD145,20:42:10,20:43:20,295_1,21
WD145,20:43:20,20:44:30,194_1,22
WD145,20:44:30,20:45:40,281_1,23
WD145,20:45:40,20:46:50,33_1,24
WD145,20:46:50,20:48:00,348_1,25
WD145,20:48:00,20:49:10,4_1,26
WD145,20:49:10,20:50:20,10_1,27
WD145,20:50:20,20:51:30,12_1,28
WD145,20:51:30,20:52:40,11_1,29
WD145,20:52:40,20:53:50,498_1,30
WD145,20:53:50,20:55:00,366_1,31
WD145,20:55:00,20:56:10,347_1,32
WD145,20:56:10,20:57:20,294_1,33
WD145,20:57:20,21:30:00,81_1,34
WD146,20:25:00,20:25:00,41_1,1
WD146,20:25:00,20:26:10,45_1,2
WD146,20:26:10,20:27:20,16_1,3
WD146,20:27:20,20:28:30,5_1,4
WD146,20:28:30,20:29:40,14_1,5
WD146,20:29:40,20:30:50,355_1,6
WD146,20:30:50,20:32:00,20_1,7
WD146,20:32:00,20:33:10,15_1,8
WD146,20:33:10,20:34:20,13_1,9
WD146,20:34:20,20:35:30,42_1,10
WD146,20:35:30,20:36:40,375_1,11
WD146,20:36:40,20:37:50,309_1,12
WD146,20:37:50,20:39:00,19_1,13
WD146,20:39:00,20:40:10,22_1,14
WD146,20:40:10,20:41:20,48_1,15
WD146,20:41:20,20:42:30,37_1,16
WD146,20:42:30,20:43:40,30_1,17
WD146,20:43:40,20:44:50,35_1,18
WD146,20:44:50,20:46:00,240_1,19
WD146,20:46:00,20:47:10,137_1,20
WD146,20:47:10,20:48:20,295_1,21
WD146,20:48:20,20:49:30,194_1,22
WD146,20:49:30,20:50:40,281_1,23
WD146,20:50:40,20:51:50,33_1,24
WD146,20:51:50,20:53:00,348_1,25
WD146,20:53:00,20:54:10,4_1,26
WD146,20:54:10,20:55:20,10_1,27
WD146,20:55:20,20:56:30,12_1,28
WD146,20:56:30,20:57:40,11_1,29
WD146,20:57:40,20:58:50,498_1,30
WD146,20:58:50,21:00:00,366_1,31
WD146,21:00:00,21:01:10,347_1,32
WD146,21:01:10,21:02:20,294_1,33
WD146,21:02:20,21:35:00,81_1,34
WD147,20:30:00,20:30:00,41_1,1
WD147,20:30:00,20:31:10,45_1,2
WD147,20:31:10,20:32:20,16_1,3
WD147,20:32:20,20:33:30,5_1,4
WD147,20:33:30,20:34:40,14_1,5
WD147,20:34:40,20:35:50,355_1,6
WD147,20:35:50,20:37:00,20_1,7
WD147,20:37:00,20:38:10,15_1,8
WD147,20:38:10,20:39:20,13_1,9
WD147,20:39:20,20:40:30,42_1,10
WD147,20:40:30,20:41:40,375_1,11
WD147,20:41:40,20:42:50,309_1,12
WD147,20:42:50,20:44:00,19_1,13
WD147,20:44:00,20:45:10,22_1,14
WD147,20:45:10,20:46:20,48_1,15
WD147,20:46:20,20:47:30,37_1,16
WD147,20:47:30,20:48:40,30_1,17
WD147,20:48:40,20:49:50,35_1,18
WD147,20:49:50,20:51:00,240_1,19
WD147,20:51:00,20:52:10,137_1,20
WD147,20:52:10,20:53:20,295_1,21
WD147,20:53:20,20:54:30,194_1,22
WD147,20:54:30,20:55:40,281_1,23
WD147,20:55:40,20:56:50,33_1,24
WD147,20:56:50,20:58:00,348_1,25
WD147,20:58:00,20:59:10,4_1,26
WD147,20:59:10,21:00:20,10_1,27
WD147,21:00:20,21:01:30,12_1,28
WD147,21:01:30,21:02:40,11_1,29
WD147,21:02:40,21:03:50,498_1,30
WD147,21:03:50,21:05:00,366_1,31
WD147,21:05:00,21:06:10,347_1,32
WD147,21:06:10,21:07:20,294_1,33
WD147,21:07:20,21:40:00,81_1,34
WD148,20:40:00,20:40:00,41_1,1
WD148,20:40:00,20:41:10,45_1,2
WD148,20:41:10,20:42:20,16_1,3
WD148,20:42:20,20:43:30,5_1,4
WD148,20:43:30,20:44:40,14_1,5
WD148,20:44:40,20:45:50,355_1,6
WD148,20:45:50,20:47:00,20_1,7
WD148,20:47:00,20:48:10,15_1,8
WD148,20:48:10,20:49:20,13_1,9
WD148,20:49:20,20:50:30,42_1,10
WD148,20:50:30,20:51:40,375_1,11
WD148,20:51:40,20:52:50,309_1,12
WD148,20:52:50,20:54:00,19_1,13
WD148,20:54:00,20:55:10,22_1,14
WD148,20:55:10,20:56:20,48_1,15
WD148,20:56:20,20:57:30,37_1,16
WD148,20:57:30,20:58:40,30_1,17
WD148,20:58:40,20:59:50,35_1,18
WD148,20:59:50,21:01:00,240_1,19
WD148,21:01:00,21:02:10,137_1,20
WD148,21:02:10,21:03:20,295_1,21
WD148,21:03:20,21:04:30,194_1,22
WD148,21:04:30,21:05:40,281_1,23
WD148,21:05:40,21:06:50,33_1,24
WD148,21:06:50,21:08:00,348_1,25
WD148,21:08:00,21:09:10,4_1,26
WD148,21:09:10,21:10:20,10_1,27
WD148,21:10:20,21:11:30,12_1,28
WD148,21:11:30,21:12:40,11_1,29
WD148,21:12:40,21:13:50,498_1,30
WD148,21:13:50,21:15:00,366_1,31
WD148,21:15:00,21:16:10,347_1,32
WD148,21:16:10,21:17:20,294_1,33
WD148,21:17:20,21:50:00,81_1,34
WD149,20:45:00,20:45:00,41_1,1
WD149,20:45:00,20:46:10,45_1,2
WD149,20:46:10,20:47:20,16_1,3
WD149,20:47:20,20:48:30,5_1,4
WD149,20:48:30,20:49:40,14_1,5
WD149,20:49:40,20:50:50,355_1,6
WD149,20:50:50,20:52:00,20_1,7
WD149,20:52:00,20:53:10,15_1,8
WD149,20:53:10,20:54:20,13_1,9
WD149,20:54:20,20:55:30,42_1,10
WD149,20:55:30,20:56:40,375_1,11
WD149,20:56:40,20:57:50,309_1,12
WD149,20:57:50,20:59:00,19_1,13
WD149,20:59:00,21:00:10,22_1,14
WD149,21:00:10,21:01:20,48_1,15
WD149,21:01:20,21:02:30,37_1,16
WD149,21:02:30,21:03:40,30_1,17
WD149,21:03:40,21:04:50,35_1,18
WD149,21:04:50,21:06:00,240_1,19
WD149,21:06:00,21:07:10,137_1,20
WD149,21:07:10,21:08:20,295_1,21
WD149,21:08:20,21:09:30,194_1,22
WD149,21:09:30,21:10:40,281_1,23
WD149,21:10:40,21:11:50,33_1,24
WD149,21:11:50,21:13:00,348_1,25
WD149,21:13:00,21:14:10,4_1,26
WD149,21:14:10,21:15:20,10_1,27
WD149,21:15:20,21:16:30,12_1,28
WD149,21:16:30,21:17:40,11_1,29
WD149,21:17:40,21:18:50,498_1,30
WD149,21:18:50,21:20:00,366_1,31
WD149,21:20:00,21:21:10,347_1,32
WD149,21:21:10,21:22:20,294_1,33
WD149,21:22:20,21:55:00,81_1,34
WD150,20:50:00,20:50:00,41_1,1
WD150,20:50:00,20:51:10,45_1,2
WD150,20:51:10,20:52:20,16_1,3
WD150,20:52:20,20:53:30,5_1,4
WD150,20:53:30,20:54:40,14_1,5
WD150,20:54:40,20:55:50,355_1,6
WD150,20:55:50,20:57:00,20_1,7
WD150,20:57:00,20:58:10,15_1,8
WD150,20:58:10,20:59:20,13_1,9
WD150,20:59:20,21:00:30,42_1,10
WD150,21:00:30,21:01:40,375_1,11
WD150,21:01:40,21:02:50,309_1,12
WD150,21:02:50,21:04:00,19_1,13
WD150,21:04:00,21:05:10,22_1,14
WD150,21:05:10,21:06:20,48_1,15
WD150,21:06:20,21:07:30,37_1,16
WD150,21:07:30,21:08:40,30_1,17
WD150,21:08:40,21:09:50,35_1,18
WD150,21:09:50,21:11:00,240_1,19
WD150,21:11:00,21:12:10,137_1,20
WD150,21:12:10,21:13:20,295_1,21
WD150,21:13:20,21:14:30,194_1,22
WD150,21:14:30,21:15:40,281_1,23
WD150,21:15:40,21:16:50,33_1,24
WD150,21:16:50,21:18:00,348_1,25
WD150,21:18:00,21:19:10,4_1,26
WD150,21:19:10,21:20:20,10_1,27
WD150,21:20:20,21:21:30,12_1,28
WD150,21:21:30,21:22:40,11_1,29
WD150,21:22:40,21:23:50,498_1,30
WD150,21:23:50,21:25:00,366_1,31
WD150,21:25:00,21:26:10,347_1,32
WD150,21:26:10,21:27:20,294_1,33
WD150,21:27:20,22:00:00,81_1,34
WD500,06:05:00,06:05:00,81_1,1
WD500,06:05:00,06:06:10,294_1,2
WD500,06:06:10,06:07:20,347_1,3
WD500,06:07:20,06:08:30,366_1,4
WD500,06:08:30,06:09:40,498_1,5
WD500,06:09:40,06:10:50,11_1,6
WD500,06:10:50,06:12:00,12_1,7
WD500,06:12:00,06:13:10,10_1,8
WD500,06:13:10,06:14:20,4_1,9
WD500,06:14:20,06:15:30,348_1,10
WD500,06:15:30,06:16:40,33_1,11
WD500,06:16:40,06:17:50,281_1,12
WD500,06:17:50,06:19:00,194_1,13
WD500,06:19:00,06:20:10,295_1,14
WD500,06:20:10,06:21:20,137_1,15
WD500,06:21:20,06:22:30,240_1,16
WD500,06:22:30,06:23:40,35_1,17
WD500,06:23:40,06:24:50,30_1,18
WD500,06:24:50,06:26:00,37_1,19
WD500,06:26:00,06:27:10,48_1,20
WD500,06:27:10,06:28:20,22_1,21
WD500,06:28:20,06:29:30,19_1,22
WD500,06:29:30,06:30:40,309_1,23
WD500,06:30:40,06:31:50,375_1,24
WD500,06:31:50,06:33:00,42_1,25
WD500,06:33:00,06:34:10,13_1,26
WD500,06:34:10,06:35:20,15_1,27
WD500,06:35:20,06:36:30,20_1,28
WD500,06:36:30,06:37:40,355_1,29
WD500,06:37:40,06:38:50,14_1,30
WD500,06:38:50,06:40:00,5_1,31
WD500,06:40:00,06:41:10,16_1,32
WD500,06:41:10,06:42:20,45_1,33
WD500,06:42:20,07:15:00,41_1,34
WD1000,06:15:00,06:15:00,81_1,1
WD1000,06:15:00,06:16:10,294_1,2
WD1000,06:16:10,06:17:20,347_1,3
WD1000,06:17:20,06:18:30,366_1,4
WD1000,06:18:30,06:19:40,498_1,5
WD1000,06:19:40,06:20:50,11_1,6
WD1000,06:20:50,06:22:00,12_1,7
WD1000,06:22:00,06:23:10,10_1,8
WD1000,06:23:10,06:24:20,4_1,9
WD1000,06:24:20,06:25:30,348_1,10
WD1000,06:25:30,06:26:40,33_1,11
WD1000,06:26:40,06:27:50,281_1,12
WD1000,06:27:50,06:29:00,194_1,13
WD1000,06:29:00,06:30:10,295_1,14
WD1000,06:30:10,06:31:20,137_1,15
WD1000,06:31:20,06:32:30,240_1,16
WD1000,06:32:30,06:33:40,35_1,17
WD1000,06:33:40,06:34:50,30_1,18
WD1000,06:34:50,06:36:00,37_1,19
WD1000,06:36:00,06:37:10,48_1,20
WD1000,06:37:10,06:38:20,22_1,21
WD1000,06:38:20,06:39:30,19_1,22
WD1000,06:39:30,06:40:40,309_1,23
WD1000,06:40:40,06:41:50,375_1,24
WD1000,06:41:50,06:43:00,42_1,25
WD1000,06:43:00,06:44:10,13_1,26
WD1000,06:44:10,06:45:20,15_1,27
WD1000,06:45:20,06:46:30,20_1,28
WD1000,06:46:30,06:47:40,355_1,29
WD1000,06:47:40,06:48:50,14_1,30
WD1000,06:48:50,06:50:00,5_1,31
WD1000,06:50:00,06:51:10,16_1,32
WD1000,06:51:10,06:52:20,45_1,33
WD1000,06:52:20,07:25:00,41_1,34
WD1500,06:20:00,06:20:00,81_1,1
WD1500,06:20:00,06:21:10,294_1,2
WD1500,06:21:10,06:22:20,347_1,3
WD1500,06:22:20,06:23:30,366_1,4
WD1500,06:23:30,06:24:40,498_1,5
WD1500,06:24:40,06:25:50,11_1,6
WD1500,06:25:50,06:27:00,12_1,7
WD1500,06:27:00,06:28:10,10_1,8
WD1500,06:28:10,06:29:20,4_1,9
WD1500,06:29:20,06:30:30,348_1,10
WD1500,06:30:30,06:31:40,33_1,11
WD1500,06:31:40,06:32:50,281_1,12
WD1500,06:32:50,06:34:00,194_1,13
WD1500,06:34:00,06:35:10,295_1,14
WD1500,06:35:10,06:36:20,137_1,15
WD1500,06:36:20,06:37:30,240_1,16
WD1500,06:37:30,06:38:40,35_1,17
WD1500,06:38:40,06:39:50,30_1,18
WD1500,06:39:50,06:41:00,37_1,19
WD1500,06:41:00,06:42:10,48_1,20
WD1500,06:42:10,06:43:20,22_1,21
WD1500,06:43:20,06:44:30,19_1,22
WD1500,06:44:30,06:45:40,309_1,23
WD1500,06:45:40,06:46:50,375_1,24
WD1500,06:46:50,06:48:00,42_1,25
WD1500,06:48:00,06:49:10,13_1,26
WD1500,06:49:10,06:50:20,15_1,27
WD1500,06:50:20,06:51:30,20_1,28
WD1500,06:51:30,06:52:40,355_1,29
WD1500,06:52:40,06:53:50,14_1,30
WD1500,06:53:50,06:55:00,5_1,31
WD1500,06:55:00,06:56:10,16_1,32
WD1500,06:56:10,06:57:20,45_1,33
WD1500,06:57:20,07:30:00,41_1,34
WD2000,06:25:00,06:25:00,81_1,1
WD2000,06:25:00,06:26:10,294_1,2
WD2000,06:26:10,06:27:20,347_1,3
WD2000,06:27:20,06:28:30,366_1,4
WD2000,06:28:30,06:29:40,498_1,5
WD2000,06:29:40,06:30:50,11_1,6
WD2000,06:30:50,06:32:00,12_1,7
WD2000,06:32:00,06:33:10,10_1,8
WD2000,06:33:10,06:34:20,4_1,9
WD2000,06:34:20,06:35:30,348_1,10
WD2000,06:35:30,06:36:40,33_1,11
WD2000,06:36:40,06:37:50,281_1,12
WD2000,06:37:50,06:39:00,194_1,13
WD2000,06:39:00,06:40:10,295_1,14
WD2000,06:40:10,06:41:20,137_1,15
WD2000,06:41:20,06:42:30,240_1,16
WD2000,06:42:30,06:43:40,35_1,17
WD2000,06:43:40,06:44:50,30_1,18
WD2000,06:44:50,06:46:00,37_1,19
WD2000,06:46:00,06:47:10,48_1,20
WD2000,06:47:10,06:48:20,22_1,21
WD2000,06:48:20,06:49:30,19_1,22
WD2000,06:49:30,06:50:40,309_1,23
WD2000,06:50:40,06:51:50,375_1,24
WD2000,06:51:50,06:53:00,42_1,25
WD2000,06:53:00,06:54:10,13_1,26
WD2000,06:54:10,06:55:20,15_1,27
WD2000,06:55:20,06:56:30,20_1,28
WD2000,06:56:30,06:57:40,355_1,29
WD2000,06:57:40,06:58:50,14_1,30
WD2000,06:58:50,07:00:00,5_1,31
WD2000,07:00:00,07:01:10,16_1,32
WD2000,07:01:10,07:02:20,45_1,33
WD2000,07:02:20,07:35:00,41_1,34
WD2500,06:35:00,06:35:00,81_1,1
WD2500,06:35:00,06:36:10,294_1,2
WD2500,06:36:10,06:37:20,347_1,3
WD2500,06:37:20,06:38:30,366_1,4
WD2500,06:38:30,06:39:40,498_1,5
WD2500,06:39:40,06:40:50,11_1,6
WD2500,06:40:50,06:42:00,12_1,7
WD2500,06:42:00,06:43:10,10_1,8
WD2500,06:43:10,06:44:20,4_1,9
WD2500,06:44:20,06:45:30,348_1,10
WD2500,06:45:30,06:46:40,33_1,11
WD2500,06:46:40,06:47:50,281_1,12
WD2500,06:47:50,06:49:00,194_1,13
WD2500,06:49:00,06:50:10,295_1,14
WD2500,06:50:10,06:51:20,137_1,15
WD2500,06:51:20,06:52:30,240_1,16
WD2500,06:52:30,06:53:40,35_1,17
WD2500,06:53:40,06:54:50,30_1,18
WD2500,06:54:50,06:56:00,37_1,19
WD2500,06:56:00,06:57:10,48_1,20
WD2500,06:57:10,06:58:20,22_1,21
WD2500,06:58:20,06:59:30,19_1,22
WD2500,06:59:30,07:00:40,309_1,23
WD2500,07:00:40,07:01:50,375_1,24
WD2500,07:01:50,07:03:00,42_1,25
WD2500,07:03:00,07:04:10,13_1,26
WD2500,07:04:10,07:05:20,15_1,27
WD2500,07:05:20,07:06:30,20_1,28
WD2500,07:06:30,07:07:40,355_1,29
WD2500,07:07:40,07:08:50,14_1,30
WD2500,07:08:50,07:10:00,5_1,31
WD2500,07:10:00,07:11:10,16_1,32
WD2500,07:11:10,07:12:20,45_1,33
WD2500,07:12:20,07:45:00,41_1,34
WD3000,06:40:00,06:40:00,81_1,1
WD3000,06:40:00,06:41:10,294_1,2
WD3000,06:41:10,06:42:20,347_1,3
WD3000,06:42:20,06:43:30,366_1,4
WD3000,06:43:30,06:44:40,498_1,5
WD3000,06:44:40,06:45:50,11_1,6
WD3000,06:45:50,06:47:00,12_1,7
WD3000,06:47:00,06:48:10,10_1,8
WD3000,06:48:10,06:49:20,4_1,9
WD3000,06:49:20,06:50:30,348_1,10
WD3000,06:50:30,06:51:40,33_1,11
WD3000,06:51:40,06:52:50,281_1,12
WD3000,06:52:50,06:54:00,194_1,13
WD3000,06:54:00,06:55:10,295_1,14
WD3000,06:55:10,06:56:20,137_1,15
WD3000,06:56:20,06:57:30,240_1,16
WD3000,06:57:30,06:58:40,35_1,17
WD3000,06:58:40,06:59:50,30_1,18
WD3000,06:59:50,07:01:00,37_1,19
WD3000,07:01:00,07:02:10,48_1,20
WD3000,07:02:10,07:03:20,22_1,21
WD3000,07:03:20,07:04:30,19_1,22
WD3000,07:04:30,07:05:40,309_1,23
WD3000,07:05:40,07:06:50,375_1,24
WD3000,07:06:50,07:08:00,42_1,25
WD3000,07:08:00,07:09:10,13_1,26
WD3000,07:09:10,07:10:20,15_1,27
WD3000,07:10:20,07:11:30,20_1,28
WD3000,07:11:30,07:12:40,355_1,29
WD3000,07:12:40,07:13:50,14_1,30
WD3000,07:13:50,07:15:00,5_1,31
WD3000,07:15:00,07:16:10,16_1,32
WD3000,07:16:10,07:17:20,45_1,33
WD3000,07:17:20,07:50:00,41_1,34
WD3500,06:45:00,06:45:00,81_1,1
WD3500,06:45:00,06:46:10,294_1,2
WD3500,06:46:10,06:47:20,347_1,3
WD3500,06:47:20,06:48:30,366_1,4
WD3500,06:48:30,06:49:40,498_1,5
WD3500,06:49:40,06:50:50,11_1,6
WD3500,06:50:50,06:52:00,12_1,7
WD3500,06:52:00,06:53:10,10_1,8
WD3500,06:53:10,06:54:20,4_1,9
WD3500,06:54:20,06:55:30,348_1,10
WD3500,06:55:30,06:56:40,33_1,11
WD3500,06:56:40,06:57:50,281_1,12
WD3500,06:57:50,06:59:00,194_1,13
WD3500,06:59:00,07:00:10,295_1,14
WD3500,07:00:10,07:01:20,137_1,15
WD3500,07:01:20,07:02:30,240_1,16
WD3500,07:02:30,07:03:40,35_1,17
WD3500,07:03:40,07:04:50,30_1,18
WD3500,07:04:50,07:06:00,37_1,19
WD3500,07:06:00,07:07:10,48_1,20
WD3500,07:07:10,07:08:20,22_1,21
WD3500,07:08:20,07:09:30,19_1,22
WD3500,07:09:30,07:10:40,309_1,23
WD3500,07:10:40,07:11:50,375_1,24
WD3500,07:11:50,07:13:00,42_1,25
WD3500,07:13:00,07:14:10,13_1,26
WD3500,07:14:10,07:15:20,15_1,27
WD3500,07:15:20,07:16:30,20_1,28
WD3500,07:16:30,07:17:40,355_1,29
WD3500,07:17:40,07:18:50,14_1,30
WD3500,07:18:50,07:20:00,5_1,31
WD3500,07:20:00,07:21:10,16_1,32
WD3500,07:21:10,07:22:20,45_1,33
WD3500,07:22:20,07:55:00,41_1,34
WD4000,06:50:00,06:50:00,81_1,1
WD4000,06:50:00,06:51:10,294_1,2
WD4000,06:51:10,06:52:20,347_1,3
WD4000,06:52:20,06:53:30,366_1,4
WD4000,06:53:30,06:54:40,498_1,5
WD4000,06:54:40,06:55:50,11_1,6
WD4000,06:55:50,06:57:00,12_1,7
WD4000,06:57:00,06:58:10,10_1,8
WD4000,06:58:10,06:59:20,4_1,9
WD4000,06:59:20,07:00:30,348_1,10
WD4000,07:00:30,07:01:40,33_1,11
WD4000,07:01:40,07:02:50,281_1,12
WD4000,07:02:50,07:04:00,194_1,13
WD4000,07:04:00,07:05:10,295_1,14
WD4000,07:05:10,07:06:20,137_1,15
WD4000,07:06:20,07:07:30,240_1,16
WD4000,07:07:30,07:08:40,35_1,17
WD4000,07:08:40,07:09:50,30_1,18
WD4000,07:09:50,07:11:00,37_1,19
WD4000,07:11:00,07:12:10,48_1,20
WD4000,07:12:10,07:13:20,22_1,21
WD4000,07:13:20,07:14:30,19_1,22
WD4000,07:14:30,07:15:40,309_1,23
WD4000,07:15:40,07:16:50,375_1,24
WD4000,07:16:50,07:18:00,42_1,25
WD4000,07:18:00,07:19:10,13_1,26
WD4000,07:19:10,07:20:20,15_1,27
WD4000,07:20:20,07:21:30,20_1,28
WD4000,07:21:30,07:22:40,355_1,29
WD4000,07:22:40,07:23:50,14_1,30
WD4000,07:23:50,07:25:00,5_1,31
WD4000,07:25:00,07:26:10,16_1,32
WD4000,07:26:10,07:27:20,45_1,33
WD4000,07:27:20,08:00:00,41_1,34
WD4500,07:00:00,07:00:00,81_1,1
WD4500,07:00:00,07:01:10,294_1,2
WD4500,07:01:10,07:02:20,347_1,3
WD4500,07:02:20,07:03:30,366_1,4
WD4500,07:03:30,07:04:40,498_1,5
WD4500,07:04:40,07:05:50,11_1,6
WD4500,07:05:50,07:07:00,12_1,7
WD4500,07:07:00,07:08:10,10_1,8
WD4500,07:08:10,07:09:20,4_1,9
WD4500,07:09:20,07:10:30,348_1,10
WD4500,07:10:30,07:11:40,33_1,11
WD4500,07:11:40,07:12:50,281_1,12
WD4500,07:12:50,07:14:00,194_1,13
WD4500,07:14:00,07:15:10,295_1,14
WD4500,07:15:10,07:16:20,137_1,15
WD4500,07:16:20,07:17:30,240_1,16
WD4500,07:17:30,07:18:40,35_1,17
WD4500,07:18:40,07:19:50,30_1,18
WD4500,07:19:50,07:21:00,37_1,19
WD4500,07:21:00,07:22:10,48_1,20
WD4500,07:22:10,07:23:20,22_1,21
WD4500,07:23:20,07:24:30,19_1,22
WD4500,07:24:30,07:25:40,309_1,23
WD4500,07:25:40,07:26:50,375_1,24
WD4500,07:26:50,07:28:00,42_1,25
WD4500,07:28:00,07:29:10,13_1,26
WD4500,07:29:10,07:30:20,15_1,27
WD4500,07:30:20,07:31:30,20_1,28
WD4500,07:31:30,07:32:40,355_1,29
WD4500,07:32:40,07:33:50,14_1,30
WD4500,07:33:50,07:35:00,5_1,31
WD4500,07:35:00,07:36:10,16_1,32
WD4500,07:36:10,07:37:20,45_1,33
WD4500,07:37:20,08:10:00,41_1,34
WD5000,07:05:00,07:05:00,81_1,1
WD5000,07:05:00,07:06:10,294_1,2
WD5000,07:06:10,07:07:20,347_1,3
WD5000,07:07:20,07:08:30,366_1,4
WD5000,07:08:30,07:09:40,498_1,5
WD5000,07:09:40,07:10:50,11_1,6
WD5000,07:10:50,07:12:00,12_1,7
WD5000,07:12:00,07:13:10,10_1,8
WD5000,07:13:10,07:14:20,4_1,9
WD5000,07:14:20,07:15:30,348_1,10
WD5000,07:15:30,07:16:40,33_1,11
WD5000,07:16:40,07:17:50,281_1,12
WD5000,07:17:50,07:19:00,194_1,13
WD5000,07:19:00,07:20:10,295_1,14
WD5000,07:20:10,07:21:20,137_1,15
WD5000,07:21:20,07:22:30,240_1,16
WD5000,07:22:30,07:23:40,35_1,17
WD5000,07:23:40,07:24:50,30_1,18
WD5000,07:24:50,07:26:00,37_1,19
WD5000,07:26:00,07:27:10,48_1,20
WD5000,07:27:10,07:28:20,22_1,21
WD5000,07:28:20,07:29:30,19_1,22
WD5000,07:29:30,07:30:40,309_1,23
WD5000,07:30:40,07:31:50,375_1,24
WD5000,07:31:50,07:33:00,42_1,25
WD5000,07:33:00,07:34:10,13_1,26
WD5000,07:34:10,07:35:20,15_1,27
WD5000,07:35:20,07:36:30,20_1,28
WD5000,07:36:30,07:37:40,355_1,29
WD5000,07:37:40,07:38:50,14_1,30
WD5000,07:38:50,07:40:00,5_1,31
WD5000,07:40:00,07:41:10,16_1,32
WD5000,07:41:10,07:42:20,45_1,33
WD5000,07:42:20,08:15:00,41_1,34
WD5500,07:10:00,07:10:00,81_1,1
WD5500,07:10:00,07:11:10,294_1,2
WD5500,07:11:10,07:12:20,347_1,3
WD5500,07:12:20,07:13:30,366_1,4
WD5500,07:13:30,07:14:40,498_1,5
WD5500,07:14:40,07:15:50,11_1,6
WD5500,07:15:50,07:17:00,12_1,7
WD5500,07:17:00,07:18:10,10_1,8
WD5500,07:18:10,07:19:20,4_1,9
WD5500,07:19:20,07:20:30,348_1,10
WD5500,07:20:30,07:21:40,33_1,11
WD5500,07:21:40,07:22:50,281_1,12
WD5500,07:22:50,07:24:00,194_1,13
WD5500,07:24:00,07:25:10,295_1,14
WD5500,07:25:10,07:26:20,137_1,15
WD5500,07:26:20,07:27:30,240_1,16
WD5500,07:27:30,07:28:40,35_1,17
WD5500,07:28:40,07:29:50,30_1,18
WD5500,07:29:50,07:31:00,37_1,19
WD5500,07:31:00,07:32:10,48_1,20
WD5500,07:32:10,07:33:20,22_1,21
WD5500,07:33:20,07:34:30,19_1,22
WD5500,07:34:30,07:35:40,309_1,23
WD5500,07:35:40,07:36:50,375_1,24
WD5500,07:36:50,07:38:00,42_1,25
WD5500,07:38:00,07:39:10,13_1,26
WD5500,07:39:10,07:40:20,15_1,27
WD5500,07:40:20,07:41:30,20_1,28
WD5500,07:41:30,07:42:40,355_1,29
WD5500,07:42:40,07:43:50,14_1,30
WD5500,07:43:50,07:45:00,5_1,31
WD5500,07:45:00,07:46:10,16_1,32
WD5500,07:46:10,07:47:20,45_1,33
WD5500,07:47:20,08:20:00,41_1,34
WD6000,07:20:00,07:20:00,81_1,1
WD6000,07:20:00,07:21:10,294_1,2
WD6000,07:21:10,07:22:20,347_1,3
WD6000,07:22:20,07:23:30,366_1,4
WD6000,07:23:30,07:24:40,498_1,5
WD6000,07:24:40,07:25:50,11_1,6
WD6000,07:25:50,07:27:00,12_1,7
WD6000,07:27:00,07:28:10,10_1,8
WD6000,07:28:10,07:29:20,4_1,9
WD6000,07:29:20,07:30:30,348_1,10
WD6000,07:30:30,07:31:40,33_1,11
WD6000,07:31:40,07:32:50,281_1,12
WD6000,07:32:50,07:34:00,194_1,13
WD6000,07:34:00,07:35:10,295_1,14
WD6000,07:35:10,07:36:20,137_1,15
WD6000,07:36:20,07:37:30,240_1,16
WD6000,07:37:30,07:38:40,35_1,17
WD6000,07:38:40,07:39:50,30_1,18
WD6000,07:39:50,07:41:00,37_1,19
WD6000,07:41:00,07:42:10,48_1,20
WD6000,07:42:10,07:43:20,22_1,21
WD6000,07:43:20,07:44:30,19_1,22
WD6000,07:44:30,07:45:40,309_1,23
WD6000,07:45:40,07:46:50,375_1,24
WD6000,07:46:50,07:48:00,42_1,25
WD6000,07:48:00,07:49:10,13_1,26
WD6000,07:49:10,07:50:20,15_1,27
