trip_id,arrival_time,departure_time,stop_id,stop_sequence
WD85,14:26:30,14:27:40,11_1,29
WD85,14:27:40,14:28:50,498_1,30
WD85,14:28:50,14:30:00,366_1,31
WD85,14:30:00,14:31:10,347_1,32
WD85,14:31:10,14:32:20,294_1,33
WD85,14:32:20,15:05:00,81_1,34
WD86,14:00:00,14:00:00,41_1,1
WD86,14:00:00,14:01:10,45_1,2
WD86,14:01:10,14:02:20,16_1,3
WD86,14:02:20,14:03:30,5_1,4
WD86,14:03:30,14:04:40,14_1,5
WD86,14:04:40,14:05:50,355_1,6
WD86,14:05:50,14:07:00,20_1,7
WD86,14:07:00,14:08:10,15_1,8
WD86,14:08:10,14:09:20,13_1,9
WD86,14:09:20,14:10:30,42_1,10
WD86,14:10:30,14:11:40,375_1,11
WD86,14:11:40,14:12:50,309_1,12
WD86,14:12:50,14:14:00,19_1,13
WD86,14:14:00,14:15:10,22_1,14
WD86,14:15:10,14:16:20,48_1,15
WD86,14:16:20,14:17:30,37_1,16
WD86,14:17:30,14:18:40,30_1,17
WD86,14:18:40,14:19:50,35_1,18
WD86,14:19:50,14:21:00,240_1,19
WD86,14:21:00,14:22:10,137_1,20
WD86,14:22:10,14:23:20,295_1,21
WD86,14:23:20,14:24:30,194_1,22
WD86,14:24:30,14:25:40,281_1,23
WD86,14:25:40,14:26:50,33_1,24
WD86,14:26:50,14:28:00,348_1,25
WD86,14:28:00,14:29:10,4_1,26
WD86,14:29:10,14:30:20,10_1,27
WD86,14:30:20,14:31:30,12_1,28
WD86,14:31:30,14:32:40,11_1,29
WD86,14:32:40,14:33:50,498_1,30
WD86,14:33:50,14:35:00,366_1,31
WD86,14:35:00,14:36:10,347_1,32
WD86,14:36:10,14:37:20,294_1,33
WD86,14:37:20,15:10:00,81_1,34
WD87,14:10:00,14:10:00,41_1,1
WD87,14:10:00,14:11:10,45_1,2
WD87,14:11:10,14:12:20,16_1,3
WD87,14:12:20,14:13:30,5_1,4
WD87,14:13:30,14:14:40,14_1,5
WD87,14:14:40,14:15:50,355_1,6
WD87,14:15:50,14:17:00,20_1,7
WD87,14:17:00,14:18:10,15_1,8
WD87,14:18:10,14:19:20,13_1,9
WD87,14:19:20,14:20:30,42_1,10
WD87,14:20:30,14:21:40,375_1,11
WD87,14:21:40,14:22:50,309_1,12
WD87,14:22:50,14:24:00,19_1,13
WD87,14:24:00,14:25:10,22_1,14
WD87,14:25:10,14:26:20,48_1,15
WD87,14:26:20,14:27:30,37_1,16
WD87,14:27:30,14:28:40,30_1,17
WD87,14:28:40,14:29:50,35_1,18
WD87,14:29:50,14:31:00,240_1,19
WD87,14:31:00,14:32:10,137_1,20
WD87,14:32:10,14:33:20,295_1,21
WD87,14:33:20,14:34:30,194_1,22
WD87,14:34:30,14:35:40,281_1,23
WD87,14:35:40,14:36:50,33_1,24
WD87,14:36:50,14:38:00,348_1,25
WD87,14:38:00,14:39:10,4_1,26
WD87,14:39:10,14:40:20,10_1,27
WD87,14:40:20,14:41:30,12_1,28
WD87,14:41:30,14:42:40,11_1,29
WD87,14:42:40,14:43:50,498_1,30
WD87,14:43:50,14:45:00,366_1,31
WD87,14:45:00,14:46:10,347_1,32
WD87,14:46:10,14:47:20,294_1,33
WD87,14:47:20,15:20:00,81_1,34
WD88,14:15:00,14:15:00,41_1,1
WD88,14:15:00,14:16:10,45_1,2
WD88,14:16:10,14:17:20,16_1,3
WD88,14:17:20,14:18:30,5_1,4
WD88,14:18:30,14:19:40,14_1,5
WD88,14:19:40,14:20:50,355_1,6
WD88,14:20:50,14:22:00,20_1,7
WD88,14:22:00,14:23:10,15_1,8
WD88,14:23:10,14:24:20,13_1,9
WD88,14:24:20,14:25:30,42_1,10
WD88,14:25:30,14:26:40,375_1,11
WD88,14:26:40,14:27:50,309_1,12
WD88,14:27:50,14:29:00,19_1,13
WD88,14:29:00,14:30:10,22_1,14
WD88,14:30:10,14:31:20,48_1,15
WD88,14:31:20,14:32:30,37_1,16
WD88,14:32:30,14:33:40,30_1,17
WD88,14:33:40,14:34:50,35_1,18
WD88,14:34:50,14:36:00,240_1,19
WD88,14:36:00,14:37:10,137_1,20
WD88,14:37:10,14:38:20,295_1,21
WD88,14:38:20,14:39:30,194_1,22
WD88,14:39:30,14:40:40,281_1,23
WD88,14:40:40,14:41:50,33_1,24
WD88,14:41:50,14:43:00,348_1,25
WD88,14:43:00,14:44:10,4_1,26
WD88,14:44:10,14:45:20,10_1,27
WD88,14:45:20,14:46:30,12_1,28
WD88,14:46:30,14:47:40,11_1,29
WD88,14:47:40,14:48:50,498_1,30
WD88,14:48:50,14:50:00,366_1,31
WD88,14:50:00,14:51:10,347_1,32
WD88,14:51:10,14:52:20,294_1,33
WD88,14:52:20,15:25:00,81_1,34
WD89,14:20:00,14:20:00,41_1,1
WD89,14:20:00,14:21:10,45_1,2
WD89,14:21:10,14:22:20,16_1,3
WD89,14:22:20,14:23:30,5_1,4
WD89,14:23:30,14:24:40,14_1,5
WD89,14:24:40,14:25:50,355_1,6
WD89,14:25:50,14:27:00,20_1,7
WD89,14:27:00,14:28:10,15_1,8
WD89,14:28:10,14:29:20,13_1,9
WD89,14:29:20,14:30:30,42_1,10
WD89,14:30:30,14:31:40,375_1,11
WD89,14:31:40,14:32:50,309_1,12
WD89,14:32:50,14:34:00,19_1,13
WD89,14:34:00,14:35:10,22_1,14
WD89,14:35:10,14:36:20,48_1,15
WD89,14:36:20,14:37:30,37_1,16
WD89,14:37:30,14:38:40,30_1,17
WD89,14:38:40,14:39:50,35_1,18
WD89,14:39:50,14:41:00,240_1,19
WD89,14:41:00,14:42:10,137_1,20
WD89,14:42:10,14:43:20,295_1,21
WD89,14:43:20,14:44:30,194_1,22
WD89,14:44:30,14:45:40,281_1,23
WD89,14:45:40,14:46:50,33_1,24
WD89,14:46:50,14:48:00,348_1,25
WD89,14:48:00,14:49:10,4_1,26
WD89,14:49:10,14:50:20,10_1,27
WD89,14:50:20,14:51:30,12_1,28
WD89,14:51:30,14:52:40,11_1,29
WD89,14:52:40,14:53:50,498_1,30
WD89,14:53:50,14:55:00,366_1,31
WD89,14:55:00,14:56:10,347_1,32
WD89,14:56:10,14:57:20,294_1,33
WD89,14:57:20,15:30:00,81_1,34
WD90,14:25:00,14:25:00,41_1,1
WD90,14:25:00,14:26:10,45_1,2
WD90,14:26:10,14:27:20,16_1,3
WD90,14:27:20,14:28:30,5_1,4
WD90,14:28:30,14:29:40,14_1,5
WD90,14:29:40,14:30:50,355_1,6
WD90,14:30:50,14:32:00,20_1,7
WD90,14:32:00,14:33:10,15_1,8
WD90,14:33:10,14:34:20,13_1,9
WD90,14:34:20,14:35:30,42_1,10
WD90,14:35:30,14:36:40,375_1,11
WD90,14:36:40,14:37:50,309_1,12
WD90,14:37:50,14:39:00,19_1,13
WD90,14:39:00,14:40:10,22_1,14
WD90,14:40:10,14:41:20,48_1,15
WD90,14:41:20,14:42:30,37_1,16
WD90,14:42:30,14:43:40,30_1,17
WD90,14:43:40,14:44:50,35_1,18
WD90,14:44:50,14:46:00,240_1,19
WD90,14:46:00,14:47:10,137_1,20
WD90,14:47:10,14:48:20,295_1,21
WD90,14:48:20,14:49:30,194_1,22
WD90,14:49:30,14:50:40,281_1,23
WD90,14:50:40,14:51:50,33_1,24
WD90,14:51:50,14:53:00,348_1,25
WD90,14:53:00,14:54:10,4_1,26
WD90,14:54:10,14:55:20,10_1,27
WD90,14:55:20,14:56:30,12_1,28
WD90,14:56:30,14:57:40,11_1,29
WD90,14:57:40,14:58:50,498_1,30
WD90,14:58:50,15:00:00,366_1,31
WD90,15:00:00,15:01:10,347_1,32
WD90,15:01:10,15:02:20,294_1,33
WD90,15:02:20,15:35:00,81_1,34
WD91,14:35:00,14:35:00,41_1,1
WD91,14:35:00,14:36:10,45_1,2
WD91,14:36:10,14:37:20,16_1,3
WD91,14:37:20,14:38:30,5_1,4
WD91,14:38:30,14:39:40,14_1,5
WD91,14:39:40,14:40:50,355_1,6
WD91,14:40:50,14:42:00,20_1,7
WD91,14:42:00,14:43:10,15_1,8
WD91,14:43:10,14:44:20,13_1,9
WD91,14:44:20,14:45:30,42_1,10
WD91,14:45:30,14:46:40,375_1,11
WD91,14:46:40,14:47:50,309_1,12
WD91,14:47:50,14:49:00,19_1,13
WD91,14:49:00,14:50:10,22_1,14
WD91,14:50:10,14:51:20,48_1,15
WD91,14:51:20,14:52:30,37_1,16
WD91,14:52:30,14:53:40,30_1,17
WD91,14:53:40,14:54:50,35_1,18
WD91,14:54:50,14:56:00,240_1,19
WD91,14:56:00,14:57:10,137_1,20
WD91,14:57:10,14:58:20,295_1,21
WD91,14:58:20,14:59:30,194_1,22
WD91,14:59:30,15:00:40,281_1,23
WD91,15:00:40,15:01:50,33_1,24
WD91,15:01:50,15:03:00,348_1,25
WD91,15:03:00,15:04:10,4_1,26
WD91,15:04:10,15:05:20,10_1,27
WD91,15:05:20,15:06:30,12_1,28
WD91,15:06:30,15:07:40,11_1,29
WD91,15:07:40,15:08:50,498_1,30
WD91,15:08:50,15:10:00,366_1,31
WD91,15:10:00,15:11:10,347_1,32
WD91,15:11:10,15:12:20,294_1,33
WD91,15:12:20,15:45:00,81_1,34
WD92,14:40:00,14:40:00,41_1,1
WD92,14:40:00,14:41:10,45_1,2
WD92,14:41:10,14:42:20,16_1,3
WD92,14:42:20,14:43:30,5_1,4
WD92,14:43:30,14:44:40,14_1,5
WD92,14:44:40,14:45:50,355_1,6
WD92,14:45:50,14:47:00,20_1,7
WD92,14:47:00,14:48:10,15_1,8
WD92,14:48:10,14:49:20,13_1,9
WD92,14:49:20,14:50:30,42_1,10
WD92,14:50:30,14:51:40,375_1,11
WD92,14:51:40,14:52:50,309_1,12
WD92,14:52:50,14:54:00,19_1,13
WD92,14:54:00,14:55:10,22_1,14
WD92,14:55:10,14:56:20,48_1,15
WD92,14:56:20,14:57:30,37_1,16
WD92,14:57:30,14:58:40,30_1,17
WD92,14:58:40,14:59:50,35_1,18
WD92,14:59:50,15:01:00,240_1,19
WD92,15:01:00,15:02:10,137_1,20
WD92,15:02:10,15:03:20,295_1,21
WD92,15:03:20,15:04:30,194_1,22
WD92,15:04:30,15:05:40,281_1,23
WD92,15:05:40,15:06:50,33_1,24
WD92,15:06:50,15:08:00,348_1,25
WD92,15:08:00,15:09:10,4_1,26
WD92,15:09:10,15:10:20,10_1,27
WD92,15:10:20,15:11:30,12_1,28
WD92,15:11:30,15:12:40,11_1,29
WD92,15:12:40,15:13:50,498_1,30
WD92,15:13:50,15:15:00,366_1,31
WD92,15:15:00,15:16:10,347_1,32
WD92,15:16:10,15:17:20,294_1,33
WD92,15:17:20,15:50:00,81_1,34
WD93,14:45:00,14:45:00,41_1,1
WD93,14:45:00,14:46:10,45_1,2
WD93,14:46:10,14:47:20,16_1,3
WD93,14:47:20,14:48:30,5_1,4
WD93,14:48:30,14:49:40,14_1,5
WD93,14:49:40,14:50:50,355_1,6
WD93,14:50:50,14:52:00,20_1,7
WD93,14:52:00,14:53:10,15_1,8
WD93,14:53:10,14:54:20,13_1,9
WD93,14:54:20,14:55:30,42_1,10
WD93,14:55:30,14:56:40,375_1,11
WD93,14:56:40,14:57:50,309_1,12
WD93,14:57:50,14:59:00,19_1,13
WD93,14:59:00,15:00:10,22_1,14
WD93,15:00:10,15:01:20,48_1,15
WD93,15:01:20,15:02:30,37_1,16
WD93,15:02:30,15:03:40,30_1,17
WD93,15:03:40,15:04:50,35_1,18
WD93,15:04:50,15:06:00,240_1,19
WD93,15:06:00,15:07:10,137_1,20
WD93,15:07:10,15:08:20,295_1,21
WD93,15:08:20,15:09:30,194_1,22
WD93,15:09:30,15:10:40,281_1,23
WD93,15:10:40,15:11:50,33_1,24
WD93,15:11:50,15:13:00,348_1,25
WD93,15:13:00,15:14:10,4_1,26
WD93,15:14:10,15:15:20,10_1,27
WD93,15:15:20,15:16:30,12_1,28
WD93,15:16:30,15:17:40,11_1,29
WD93,15:17:40,15:18:50,498_1,30
WD93,15:18:50,15:20:00,366_1,31
WD93,15:20:00,15:21:10,347_1,32
WD93,15:21:10,15:22:20,294_1,33
WD93,15:22:20,15:55:00,81_1,34
WD94,14:55:00,14:55:00,41_1,1
WD94,14:55:00,14:56:10,45_1,2
WD94,14:56:10,14:57:20,16_1,3
WD94,14:57:20,14:58:30,5_1,4
WD94,14:58:30,14:59:40,14_1,5
WD94,14:59:40,15:00:50,355_1,6
WD94,15:00:50,15:02:00,20_1,7
WD94,15:02:00,15:03:10,15_1,8
WD94,15:03:10,15:04:20,13_1,9
WD94,15:04:20,15:05:30,42_1,10
WD94,15:05:30,15:06:40,375_1,11
WD94,15:06:40,15:07:50,309_1,12
WD94,15:07:50,15:09:00,19_1,13
WD94,15:09:00,15:10:10,22_1,14
WD94,15:10:10,15:11:20,48_1,15
WD94,15:11:20,15:12:30,37_1,16
WD94,15:12:30,15:13:40,30_1,17
WD94,15:13:40,15:14:50,35_1,18
WD94,15:14:50,15:16:00,240_1,19
WD94,15:16:00,15:17:10,137_1,20
WD94,15:17:10,15:18:20,295_1,21
WD94,15:18:20,15:19:30,194_1,22
WD94,15:19:30,15:20:40,281_1,23
WD94,15:20:40,15:21:50,33_1,24
WD94,15:21:50,15:23:00,348_1,25
WD94,15:23:00,15:24:10,4_1,26
WD94,15:24:10,15:25:20,10_1,27
WD94,15:25:20,15:26:30,12_1,28
WD94,15:26:30,15:27:40,11_1,29
WD94,15:27:40,15:28:50,498_1,30
WD94,15:28:50,15:30:00,366_1,31
WD94,15:30:00,15:31:10,347_1,32
WD94,15:31:10,15:32:20,294_1,33
WD94,15:32:20,16:05:00,81_1,34
WD95,15:00:00,15:00:00,41_1,1
WD95,15:00:00,15:01:10,45_1,2
WD95,15:01:10,15:02:20,16_1,3
WD95,15:02:20,15:03:30,5_1,4
WD95,15:03:30,15:04:40,14_1,5
WD95,15:04:40,15:05:50,355_1,6
WD95,15:05:50,15:07:00,20_1,7
WD95,15:07:00,15:08:10,15_1,8
WD95,15:08:10,15:09:20,13_1,9
WD95,15:09:20,15:10:30,42_1,10
WD95,15:10:30,15:11:40,375_1,11
WD95,15:11:40,15:12:50,309_1,12
WD95,15:12:50,15:14:00,19_1,13
WD95,15:14:00,15:15:10,22_1,14
WD95,15:15:10,15:16:20,48_1,15
WD95,15:16:20,15:17:30,37_1,16
WD95,15:17:30,15:18:40,30_1,17
WD95,15:18:40,15:19:50,35_1,18
WD95,15:19:50,15:21:00,240_1,19
WD95,15:21:00,15:22:10,137_1,20
WD95,15:22:10,15:23:20,295_1,21
WD95,15:23:20,15:24:30,194_1,22
WD95,15:24:30,15:25:40,281_1,23
WD95,15:25:40,15:26:50,33_1,24
WD95,15:26:50,15:28:00,348_1,25
WD95,15:28:00,15:29:10,4_1,26
WD95,15:29:10,15:30:20,10_1,27
WD95,15:30:20,15:31:30,12_1,28
WD95,15:31:30,15:32:40,11_1,29
WD95,15:32:40,15:33:50,498_1,30
WD95,15:33:50,15:35:00,366_1,31
WD95,15:35:00,15:36:10,347_1,32
WD95,15:36:10,15:37:20,294_1,33
WD95,15:37:20,16:10:00,81_1,34
WD96,15:05:00,15:05:00,41_1,1
WD96,15:05:00,15:06:10,45_1,2
WD96,15:06:10,15:07:20,16_1,3
WD96,15:07:20,15:08:30,5_1,4
WD96,15:08:30,15:09:40,14_1,5
WD96,15:09:40,15:10:50,355_1,6
WD96,15:10:50,15:12:00,20_1,7
WD96,15:12:00,15:13:10,15_1,8
WD96,15:13:10,15:14:20,13_1,9
WD96,15:14:20,15:15:30,42_1,10
WD96,15:15:30,15:16:40,375_1,11
WD96,15:16:40,15:17:50,309_1,12
WD96,15:17:50,15:19:00,19_1,13
WD96,15:19:00,15:20:10,22_1,14
WD96,15:20:10,15:21:20,48_1,15
WD96,15:21:20,15:22:30,37_1,16
WD96,15:22:30,15:23:40,30_1,17
WD96,15:23:40,15:24:50,35_1,18
WD96,15:24:50,15:26:00,240_1,19
WD96,15:26:00,15:27:10,137_1,20
WD96,15:27:10,15:28:20,295_1,21
WD96,15:28:20,15:29:30,194_1,22
WD96,15:29:30,15:30:40,281_1,23
WD96,15:30:40,15:31:50,33_1,24
WD96,15:31:50,15:33:00,348_1,25
WD96,15:33:00,15:34:10,4_1,26
WD96,15:34:10,15:35:20,10_1,27
WD96,15:35:20,15:36:30,12_1,28
WD96,15:36:30,15:37:40,11_1,29
WD96,15:37:40,15:38:50,498_1,30
WD96,15:38:50,15:40:00,366_1,31
WD96,15:40:00,15:41:10,347_1,32
WD96,15:41:10,15:42:20,294_1,33
WD96,15:42:20,16:15:00,81_1,34
WD97,15:10:00,15:10:00,41_1,1
WD97,15:10:00,15:11:10,45_1,2
WD97,15:11:10,15:12:20,16_1,3
WD97,15:12:20,15:13:30,5_1,4
WD97,15:13:30,15:14:40,14_1,5
WD97,15:14:40,15:15:50,355_1,6
WD97,15:15:50,15:17:00,20_1,7
WD97,15:17:00,15:18:10,15_1,8
WD97,15:18:10,15:19:20,13_1,9
WD97,15:19:20,15:20:30,42_1,10
WD97,15:20:30,15:21:40,375_1,11
WD97,15:21:40,15:22:50,309_1,12
WD97,15:22:50,15:24:00,19_1,13
WD97,15:24:00,15:25:10,22_1,14
WD97,15:25:10,15:26:20,48_1,15
WD97,15:26:20,15:27:30,37_1,16
WD97,15:27:30,15:28:40,30_1,17
WD97,15:28:40,15:29:50,35_1,18
WD97,15:29:50,15:31:00,240_1,19
WD97,15:31:00,15:32:10,137_1,20
WD97,15:32:10,15:33:20,295_1,21
WD97,15:33:20,15:34:30,194_1,22
WD97,15:34:30,15:35:40,281_1,23
WD97,15:35:40,15:36:50,33_1,24
WD97,15:36:50,15:38:00,348_1,25
WD97,15:38:00,15:39:10,4_1,26
WD97,15:39:10,15:40:20,10_1,27
WD97,15:40:20,15:41:30,12_1,28
WD97,15:41:30,15:42:40,11_1,29
WD97,15:42:40,15:43:50,498_1,30
WD97,15:43:50,15:45:00,366_1,31
WD97,15:45:00,15:46:10,347_1,32
WD97,15:46:10,15:47:20,294_1,33
WD97,15:47:20,16:20:00,81_1,34
WD98,15:20:00,15:20:00,41_1,1
WD98,15:20:00,15:21:10,45_1,2
WD98,15:21:10,15:22:20,16_1,3
WD98,15:22:20,15:23:30,5_1,4
WD98,15:23:30,15:24:40,14_1,5
WD98,15:24:40,15:25:50,355_1,6
WD98,15:25:50,15:27:00,20_1,7
WD98,15:27:00,15:28:10,15_1,8
WD98,15:28:10,15:29:20,13_1,9
WD98,15:29:20,15:30:30,42_1,10
WD98,15:30:30,15:31:40,375_1,11
WD98,15:31:40,15:32:50,309_1,12
WD98,15:32:50,15:34:00,19_1,13
WD98,15:34:00,15:35:10,22_1,14
WD98,15:35:10,15:36:20,48_1,15
WD98,15:36:20,15:37:30,37_1,16
WD98,15:37:30,15:38:40,30_1,17
WD98,15:38:40,15:39:50,35_1,18
WD98,15:39:50,15:41:00,240_1,19
WD98,15:41:00,15:42:10,137_1,20
WD98,15:42:10,15:43:20,295_1,21
WD98,15:43:20,15:44:30,194_1,22
WD98,15:44:30,15:45:40,281_1,23
WD98,15:45:40,15:46:50,33_1,24
WD98,15:46:50,15:48:00,348_1,25
WD98,15:48:00,15:49:10,4_1,26
WD98,15:49:10,15:50:20,10_1,27
WD98,15:50:20,15:51:30,12_1,28
WD98,15:51:30,15:52:40,11_1,29
WD98,15:52:40,15:53:50,498_1,30
WD98,15:53:50,15:55:00,366_1,31
WD98,15:55:00,15:56:10,347_1,32
WD98,15:56:10,15:57:20,294_1,33
WD98,15:57:20,16:30:00,81_1,34
WD99,15:25:00,15:25:00,41_1,1
WD99,15:25:00,15:26:10,45_1,2
WD99,15:26:10,15:27:20,16_1,3
WD99,15:27:20,15:28:30,5_1,4
WD99,15:28:30,15:29:40,14_1,5
WD99,15:29:40,15:30:50,355_1,6
WD99,15:30:50,15:32:00,20_1,7
WD99,15:32:00,15:33:10,15_1,8
WD99,15:33:10,15:34:20,13_1,9
WD99,15:34:20,15:35:30,42_1,10
WD99,15:35:30,15:36:40,375_1,11
WD99,15:36:40,15:37:50,309_1,12
WD99,15:37:50,15:39:00,19_1,13
WD99,15:39:00,15:40:10,22_1,14
WD99,15:40:10,15:41:20,48_1,15
WD99,15:41:20,15:42:30,37_1,16
WD99,15:42:30,15:43:40,30_1,17
WD99,15:43:40,15:44:50,35_1,18
WD99,15:44:50,15:46:00,240_1,19
WD99,15:46:00,15:47:10,137_1,20
WD99,15:47:10,15:48:20,295_1,21
WD99,15:48:20,15:49:30,194_1,22
WD99,15:49:30,15:50:40,281_1,23
WD99,15:50:40,15:51:50,33_1,24
WD99,15:51:50,15:53:00,348_1,25
WD99,15:53:00,15:54:10,4_1,26
WD99,15:54:10,15:55:20,10_1,27
WD99,15:55:20,15:56:30,12_1,28
WD99,15:56:30,15:57:40,11_1,29
WD99,15:57:40,15:58:50,498_1,30
WD99,15:58:50,16:00:00,366_1,31
WD99,16:00:00,16:01:10,347_1,32
WD99,16:01:10,16:02:20,294_1,33
WD99,16:02:20,16:35:00,81_1,34
WD100,15:30:00,15:30:00,41_1,1
WD100,15:30:00,15:31:10,45_1,2
WD100,15:31:10,15:32:20,16_1,3
WD100,15:32:20,15:33:30,5_1,4
WD100,15:33:30,15:34:40,14_1,5
WD100,15:34:40,15:35:50,355_1,6
WD100,15:35:50,15:37:00,20_1,7
WD100,15:37:00,15:38:10,15_1,8
WD100,15:38:10,15:39:20,13_1,9
WD100,15:39:20,15:40:30,42_1,10
WD100,15:40:30,15:41:40,375_1,11
WD100,15:41:40,15:42:50,309_1,12
WD100,15:42:50,15:44:00,19_1,13
WD100,15:44:00,15:45:10,22_1,14
WD100,15:45:10,15:46:20,48_1,15
WD100,15:46:20,15:47:30,37_1,16
WD100,15:47:30,15:48:40,30_1,17
WD100,15:48:40,15:49:50,35_1,18
WD100,15:49:50,15:51:00,240_1,19
WD100,15:51:00,15:52:10,137_1,20
WD100,15:52:10,15:53:20,295_1,21
WD100,15:53:20,15:54:30,194_1,22
WD100,15:54:30,15:55:40,281_1,23
WD100,15:55:40,15:56:50,33_1,24
WD100,15:56:50,15:58:00,348_1,25
WD100,15:58:00,15:59:10,4_1,26
WD100,15:59:10,16:00:20,10_1,27
WD100,16:00:20,16:01:30,12_1,28
WD100,16:01:30,16:02:40,11_1,29
WD100,16:02:40,16:03:50,498_1,30
WD100,16:03:50,16:05:00,366_1,31
WD100,16:05:00,16:06:10,347_1,32
WD100,16:06:10,16:07:20,294_1,33
WD100,16:07:20,16:40:00,81_1,34
WD101,15:35:00,15:35:00,41_1,1
WD101,15:35:00,15:36:10,45_1,2
WD101,15:36:10,15:37:20,16_1,3
WD101,15:37:20,15:38:30,5_1,4
WD101,15:38:30,15:39:40,14_1,5
WD101,15:39:40,15:40:50,355_1,6
WD101,15:40:50,15:42:00,20_1,7
WD101,15:42:00,15:43:10,15_1,8
WD101,15:43:10,15:44:20,13_1,9
WD101,15:44:20,15:45:30,42_1,10
WD101,15:45:30,15:46:40,375_1,11
WD101,15:46:40,15:47:50,309_1,12
WD101,15:47:50,15:49:00,19_1,13
WD101,15:49:00,15:50:10,22_1,14
WD101,15:50:10,15:51:20,48_1,15
WD101,15:51:20,15:52:30,37_1,16
WD101,15:52:30,15:53:40,30_1,17
WD101,15:53:40,15:54:50,35_1,18
WD101,15:54:50,15:56:00,240_1,19
WD101,15:56:00,15:57:10,137_1,20
WD101,15:57:10,15:58:20,295_1,21
WD101,15:58:20,15:59:30,194_1,22
WD101,15:59:30,16:00:40,281_1,23
WD101,16:00:40,16:01:50,33_1,24
WD101,16:01:50,16:03:00,348_1,25
WD101,16:03:00,16:04:10,4_1,26
WD101,16:04:10,16:05:20,10_1,27
WD101,16:05:20,16:06:30,12_1,28
WD101,16:06:30,16:07:40,11_1,29
WD101,16:07:40,16:08:50,498_1,30
WD101,16:08:50,16:10:00,366_1,31
WD101,16:10:00,16:11:10,347_1,32
WD101,16:11:10,16:12:20,294_1,33
WD101,16:12:20,16:45:00,81_1,34
WD102,15:45:00,15:45:00,41_1,1
WD102,15:45:00,15:46:10,45_1,2
WD102,15:46:10,15:47:20,16_1,3
WD102,15:47:20,15:48:30,5_1,4
WD102,15:48:30,15:49:40,14_1,5
WD102,15:49:40,15:50:50,355_1,6
WD102,15:50:50,15:52:00,20_1,7
WD102,15:52:00,15:53:10,15_1,8
WD102,15:53:10,15:54:20,13_1,9
WD102,15:54:20,15:55:30,42_1,10
WD102,15:55:30,15:56:40,375_1,11
WD102,15:56:40,15:57:50,309_1,12
WD102,15:57:50,15:59:00,19_1,13
WD102,15:59:00,16:00:10,22_1,14
WD102,16:00:10,16:01:20,48_1,15
WD102,16:01:20,16:02:30,37_1,16
WD102,16:02:30,16:03:40,30_1,17
WD102,16:03:40,16:04:50,35_1,18
WD102,16:04:50,16:06:00,240_1,19
WD102,16:06:00,16:07:10,137_1,20
WD102,16:07:10,16:08:20,295_1,21
WD102,16:08:20,16:09:30,194_1,22
WD102,16:09:30,16:10:40,281_1,23
WD102,16:10:40,16:11:50,33_1,24
WD102,16:11:50,16:13:00,348_1,25
WD102,16:13:00,16:14:10,4_1,26
WD102,16:14:10,16:15:20,10_1,27
WD102,16:15:20,16:16:30,12_1,28
WD102,16:16:30,16:17:40,11_1,29
WD102,16:17:40,16:18:50,498_1,30
WD102,16:18:50,16:20:00,366_1,31
WD102,16:20:00,16:21:10,347_1,32
WD102,16:21:10,16:22:20,294_1,33
WD102,16:22:20,16:55:00,81_1,34
WD103,15:50:00,15:50:00,41_1,1
WD103,15:50:00,15:51:10,45_1,2
WD103,15:51:10,15:52:20,16_1,3
WD103,15:52:20,15:53:30,5_1,4
WD103,15:53:30,15:54:40,14_1,5
WD103,15:54:40,15:55:50,355_1,6
WD103,15:55:50,15:57:00,20_1,7
WD103,15:57:00,15:58:10,15_1,8
WD103,15:58:10,15:59:20,13_1,9
WD103,15:59:20,16:00:30,42_1,10
WD103,16:00:30,16:01:40,375_1,11
WD103,16:01:40,16:02:50,309_1,12
WD103,16:02:50,16:04:00,19_1,13
WD103,16:04:00,16:05:10,22_1,14
WD103,16:05:10,16:06:20,48_1,15
WD103,16:06:20,16:07:30,37_1,16
WD103,16:07:30,16:08:40,30_1,17
WD103,16:08:40,16:09:50,35_1,18
WD103,16:09:50,16:11:00,240_1,19
WD103,16:11:00,16:12:10,137_1,20
WD103,16:12:10,16:13:20,295_1,21
WD103,16:13:20,16:14:30,194_1,22
WD103,16:14:30,16:15:40,281_1,23
WD103,16:15:40,16:16:50,33_1,24
WD103,16:16:50,16:18:00,348_1,25
WD103,16:18:00,16:19:10,4_1,26
WD103,16:19:10,16:20:20,10_1,27
WD103,16:20:20,16:21:30,12_1,28
WD103,16:21:30,16:22:40,11_1,29
WD103,16:22:40,16:23:50,498_1,30
WD103,16:23:50,16:25:00,366_1,31
WD103,16:25:00,16:26:10,347_1,32
WD103,16:26:10,16:27:20,294_1,33
WD103,16:27:20,17:00:00,81_1,34
WD104,15:55:00,15:55:00,41_1,1
WD104,15:55:00,15:56:10,45_1,2
WD104,15:56:10,15:57:20,16_1,3
WD104,15:57:20,15:58:30,5_1,4
WD104,15:58:30,15:59:40,14_1,5
WD104,15:59:40,16:00:50,355_1,6
WD104,16:00:50,16:02:00,20_1,7
WD104,16:02:00,16:03:10,15_1,8
WD104,16:03:10,16:04:20,13_1,9
WD104,16:04:20,16:05:30,42_1,10
WD104,16:05:30,16:06:40,375_1,11
WD104,16:06:40,16:07:50,309_1,12
WD104,16:07:50,16:09:00,19_1,13
WD104,16:09:00,16:10:10,22_1,14
WD104,16:10:10,16:11:20,48_1,15
WD104,16:11:20,16:12:30,37_1,16
WD104,16:12:30,16:13:40,30_1,17
